-0.359095982,-0.215457589,0.478794643,0.622433036

0.406975446,0.550613839,1.244866071,1.388504464

-0.359095982,-0.215457589,-1.053348214,-0.909709821

-0.359095982,-0.215457589,-0.287276786,-0.143638393

1.173046875,1.316685268,0.478794643,0.622433036

-0.359095982,-0.215457589,-1.053348214,-0.909709821

0.406975446,0.550613839,-0.287276786,-0.143638393

0.406975446,0.550613839,0.478794643,0.622433036

-0.359095982,-0.215457589,-1.053348214,-0.909709821

0.406975446,0.550613839,-0.287276786,-0.143638393

-0.359095982,-0.215457589,-0.287276786,-0.143638393

-0.359095982,-0.215457589,-0.287276786,-0.143638393

0.406975446,0.550613839,0.478794643,0.622433036

1.173046875,1.316685268,0.478794643,0.622433036

-1.125167411,-0.981529018,-1.053348214,-0.909709821

-1.125167411,-0.981529018,-0.287276786,-0.143638393

-0.359095982,-0.215457589,-0.287276786,-0.143638393

0.406975446,0.550613839,0.478794643,0.622433036

1.173046875,0.550613839,0.478794643,-0.143638393

0.406975446,-0.215457589,0.478794643,-0.143638393

-1.125167411,-0.981529018,-1.053348214,-0.909709821

-0.359095982,-0.981529018,-0.287276786,-0.909709821

-0.359095982,-0.215457589,-0.287276786,-0.143638393

-0.359095982,-0.215457589,-0.287276786,-0.143638393

0.406975446,0.550613839,-0.287276786,-0.143638393

0.406975446,0.550613839,-0.287276786,-0.143638393

0.406975446,-0.215457589,1.244866071,0.622433036

0.406975446,-0.215457589,0.478794643,-0.143638393

-0.359095982,-0.981529018,0.478794643,-0.143638393

-0.359095982,-0.215457589,0.478794643,0.622433036

0.406975446,0.550613839,0.478794643,0.622433036

-0.359095982,-0.215457589,0.478794643,0.622433036

-0.861830357,-1.340625,-0.766071429,-1.244866071

-0.095758928,0.191517857,0,0.287276786

-0.861830357,-1.340625,0,-0.478794642

0.6703125,0.191517857,0.766071429,0.287276786

0.6703125,0.957589285,0,0.287276786

-0.095758928,0.191517857,0,0.287276786

-0.095758928,0.191517857,0,0.287276786

0.6703125,0.957589285,0,0.287276786
